name,set,condition,seller 1 price,seller 2 price,updated_price
Beast of Burden,Urza's Legacy,Lightly Played Foil,8.75,10.88,10.870000000000001
Hidden Gibbons,Urza's Legacy,Lightly Played Foil,8.81,11.98,13.99
Wheel of Torture,Urza's Legacy,Lightly Played Foil,8.98,9.98,9.97
Creeping Tar Pit,Worldwake,Lightly Played Foil,28.71,28.72,28.7
Groundswell,Worldwake,Lightly Played Foil,3.25,3.29,3.93
Khalni Garden,Worldwake,Lightly Played Foil,2.73,4.94,4.930000000000001
Perimeter Captain,Worldwake,Lightly Played Foil,3.47,4.19,4.180000000000001
Signal Pest,WPN & Gateway Promos,Lightly Played Foil,7.92,8.99,8.98
Disfigure,Zendikar,Lightly Played Foil,0.95,0.95,1.15
Journey to Nowhere,Zendikar,Lightly Played Foil,4.11,4.14,5.32
Luminarch Ascension,Zendikar,Lightly Played Foil,6.44,6.45,7.47
Vampire Hexmage,Zendikar,Lightly Played Foil,7.34,7.86,7.8500000000000005
Tectonic Edge,FNM Promos,Moderately Played Foil,1.99,2.49,2.4800000000000004
"Sigarda, Host of Herons",Avacyn Restored,Lightly Played,5.07,5.69,5.680000000000001
"Sigarda, Host of Herons",Avacyn Restored,Lightly Played Foil,22.2,22.24,25.48
Druids' Repository,Avacyn Restored,Lightly Played Foil,5.39,5.45,6.35
"Gisela, Blade of Goldnight",Avacyn Restored,Heavily Played,3.31,4.22,4.21
Vexing Devil,Avacyn Restored,Moderately Played Foil,6.76,6.79,6.78
Vexing Devil,Avacyn Restored,Lightly Played Foil,7.35,7.43,8.66
"Tamiyo, the Moon Sage",Avacyn Restored,Lightly Played,13.89,15.97,15.96
Desolate Lighthouse,Avacyn Restored,Moderately Played Foil,0.95,1.31,2.85
Desolate Lighthouse,Avacyn Restored,Lightly Played Foil,1.0,1.01,3.33
Entreat the Angels,Avacyn Restored,Lightly Played,0.67,0.94,0.9299999999999999
Vela the Night-Clad,Planechase 2012,Lightly Played,0.9,0.98,0.89
Enigma Sphinx,Planechase 2012,Lightly Played,0.21,0.26,0.25
Silent-Blade Oni,Planechase 2012,Lightly Played,0.97,0.98,1.27
"Nicol Bolas, Planeswalker",Magic 2013 (M13),Heavily Played,3.48,3.55,3.54
Rhox Faithmender,Magic 2013 (M13),Moderately Played,3.75,3.82,3.81
"Ajani, Caller of the Pride",Magic 2013 (M13),Moderately Played,3.26,3.75,3.74
Sublime Archangel,Magic 2013 (M13),Lightly Played,1.25,1.48,1.7
Elderscale Wurm,Magic 2013 (M13),Lightly Played,1.06,1.66,1.65
"Ajani, Caller of the Pride",Magic 2013 (M13),Moderately Played Foil,5.15,5.51,5.5
Rootbound Crag,Magic 2013 (M13),Moderately Played,2.8,2.84,2.83
Drowned Catacomb,Magic 2013 (M13),Moderately Played,4.32,5.15,5.140000000000001
Sunpetal Grove,Magic 2013 (M13),Heavily Played,2.81,3.46,3.45
Sunpetal Grove,Magic 2013 (M13),Moderately Played Foil,5.06,5.08,5.07
Drowned Catacomb,Magic 2013 (M13),Lightly Played Foil,6.89,6.9,6.890000000000001
Sunpetal Grove,Magic 2013 (M13),Lightly Played Foil,4.43,4.44,5.3
Door to Nothingness,Magic 2013 (M13),Lightly Played Foil,3.56,3.92,3.91
Gilded Lotus,Magic 2013 (M13),Heavily Played,3.48,5.94,5.930000000000001
Farseek,Magic 2013 (M13),Lightly Played Foil,2.93,2.95,2.9400000000000004
Grove of the Burnwillows,From the Vault: Realms,Moderately Played Foil,8.49,8.49,8.48
Lingering Souls,FNM Promos,Moderately Played Foil,3.05,3.18,3.1700000000000004
"Urborg, Tomb of Yawgmoth",From the Vault: Realms,Lightly Played Foil,17.51,18.39,18.38
Murmuring Bosk,From the Vault: Realms,Lightly Played Foil,1.12,1.12,1.11
Lingering Souls,FNM Promos,Lightly Played Foil,2.62,3.24,3.2300000000000004
Blood Crypt,Return to Ravnica,Moderately Played,11.3,11.99,11.98
"Niv-Mizzet, Dracogenius",Return to Ravnica,Lightly Played,0.46,0.5,0.45
"Jace, Architect of Thought",Return to Ravnica,Moderately Played Foil,4.1,4.14,4.13
Dreadbore,Return to Ravnica,Lightly Played Foil,4.19,4.19,4.180000000000001
Overgrown Tomb,Return to Ravnica,Lightly Played Foil,11.75,11.89,11.88
"Isperia, Supreme Judge",Return to Ravnica,Lightly Played Foil,1.77,,2.02
Vraska the Unseen,Return to Ravnica,Moderately Played Foil,6.15,6.25,6.24
Slaughter Games,Return to Ravnica,Lightly Played Foil,0.44,0.45,0.99
Cyclonic Rift,Return to Ravnica,Moderately Played,19.18,21.740000000000002,21.73
Cryptborn Horror,Return to Ravnica,Lightly Played,0.15,0.16,0.13999999999999999
Cyclonic Rift,Return to Ravnica,Lightly Played,15.9,15.95,15.89
Epic Experiment,Return to Ravnica,Lightly Played,0.38,0.42,0.43
Precinct Captain,Return to Ravnica,Lightly Played,0.15,0.19,0.23
Sphinx's Revelation,Return to Ravnica,Moderately Played Foil,5.69,5.7,5.69
Ash Zealot,Return to Ravnica,Near Mint,0.25,0.31,0.3
Izzet Staticaster,Return to Ravnica,Lightly Played Foil,6.05,6.06,7.83
Ethereal Armor,Return to Ravnica,Lightly Played Foil,5.0,5.02,5.01
Armada Wurm,Return to Ravnica,Lightly Played,0.29,0.3,0.59
Golgari Charm,Return to Ravnica,Lightly Played Foil,2.05,2.05,2.51
"Rakdos, Lord of Riots",Return to Ravnica,Lightly Played Foil,10.36,10.39,10.38
"Aurelia, the Warleader",Gatecrash,Moderately Played Foil,5.85,8.25,8.24
Domri Rade,Gatecrash,Moderately Played Foil,4.01,,4.0
Stomping Ground,Gatecrash,Lightly Played Foil,17.67,17.68,20.55
"Lazav, Dimir Mastermind",Gatecrash,Moderately Played Foil,7.01,7.36,7.3500000000000005
Gitaxian Probe,FNM Promos,Moderately Played Foil,3.39,3.52,3.5100000000000002
Evolving Wilds,FNM Promos,Moderately Played Foil,3.47,3.85,3.8400000000000003
Pillar of Flame,FNM Promos,Lightly Played Foil,0.19,0.19,0.25
Lord of the Void,Gatecrash,Heavily Played,6.43,6.55,6.54
Farseek,FNM Promos,Moderately Played Foil,3.76,3.98,3.97
Voice of Resurgence,Dragon's Maze,Moderately Played Foil,19.51,19.59,19.5
Deadbridge Chant,Dragon's Maze,Lightly Played,0.76,1.23,1.22
Blood Baron of Vizkopa,Dragon's Maze,Moderately Played Foil,1.89,1.99,1.88
Blood Baron of Vizkopa,Dragon's Maze,Lightly Played Foil,2.16,2.23,2.22
Grapeshot,Modern Masters,Lightly Played Foil,2.13,2.14,2.61
Arcbound Ravager,Modern Masters,Near Mint Foil,52.0,52.94,62.06
Kitchen Finks,Modern Masters,Moderately Played,1.49,1.56,1.48
Reveillark,Modern Masters,Moderately Played Foil,6.08,8.56,13.59
Kitchen Finks,Modern Masters,Lightly Played Foil,2.17,2.18,2.69
Reveillark,Modern Masters,Lightly Played Foil,3.6,3.61,4.79
Woodfall Primus,Modern Masters,Lightly Played,2.15,2.57,2.57
Maelstrom Pulse,Modern Masters,Lightly Played,2.69,2.79,2.7800000000000002
Maelstrom Pulse,Modern Masters,Lightly Played Foil,8.19,8.24,9.49
Woodfall Primus,Modern Masters,Lightly Played Foil,5.24,5.25,7.14
"Kataki, War's Wage",Modern Masters,Lightly Played,1.45,1.49,1.95
"Yosei, the Morning Star",Modern Masters,Lightly Played,1.29,1.29,1.28
"Keiga, the Tide Star",Modern Masters,Near Mint Foil,8.69,8.19,8.68
"Kira, Great Glass-Spinner",Modern Masters,Moderately Played,11.86,11.88,11.85
"Kira, Great Glass-Spinner",Modern Masters,Moderately Played Foil,18.0,19.97,19.959999999999997
Spell Snare,Modern Masters,Near Mint,0.64,0.69,0.63
Spell Snare,Modern Masters,Lightly Played,0.47,0.48,0.65
Desperate Ritual,Modern Masters,Lightly Played,0.74,0.75,1.05
Sudden Shock,Modern Masters,Lightly Played,0.16,0.19,0.19
Eternal Witness,Modern Masters,Lightly Played Foil,8.07,8.09,10.68
Jhoira of the Ghitu,Modern Masters,Lightly Played,0.89,0.98,0.98
Lightning Helix,Modern Masters,Lightly Played,0.86,1.27,1.26
Progenitus,Modern Masters,Lightly Played Foil,7.64,7.75,7.74
Engineered Explosives,Modern Masters,Lightly Played Foil,35.39,35.4,40.84
Glimmervoid,Modern Masters,Moderately Played Foil,20.39,23.34,23.33
Shadowborn Demon,Magic 2014 (M14),Lightly Played Foil,1.37,1.45,1.53
Path of Bravery,Magic 2014 (M14),Lightly Played Foil,0.33,,0.32
"Chandra, Pyromaster",Magic 2014 (M14),Lightly Played Foil,3.12,3.19,3.7
Mutavault,Magic 2014 (M14),Moderately Played,5.94,6.45,6.44
Char,From the Vault: Twenty,Lightly Played Foil,0.25,0.25,0.27
Kessig Wolf Run,From the Vault: Twenty,Moderately Played Foil,3.99,6.07,6.0600000000000005
Rakdos Cackler,FNM Promos,Lightly Played Foil,0.49,0.49,0.48
Reliquary Tower,FNM Promos,Moderately Played Foil,7.32,7.53,7.5200000000000005
Gift of Immortality,Theros,Moderately Played Foil,5.0,,4.99
"Thassa, God of the Sea",Theros,Lightly Played,10.19,10.53,10.52
"Thassa, God of the Sea",Theros,Heavily Played,10.47,10.91,10.9
Thoughtseize,Theros,Heavily Played,11.99,,11.98
Destructive Revelry,Theros,Lightly Played Foil,2.28,2.29,3.0
Master of Waves,Theros,Lightly Played Foil,4.52,4.77,4.76
"Xenagos, the Reveler",Theros,Moderately Played Foil,5.64,7.98,7.970000000000001
"Erebos, God of the Dead",Theros,Lightly Played,8.92,9.01,9.0
"Ashiok, Nightmare Weaver",Theros,Lightly Played,4.39,4.39,5.03
Temple of Deceit,Theros,Lightly Played Foil,5.54,,5.53
Temple of Mystery,Theros,Lightly Played Foil,3.78,3.15,3.77
Temple of Silence,Theros,Moderately Played Foil,3.0,3.54,3.5300000000000002
Hero's Downfall,Theros,Moderately Played,1.96,2.65,2.64
Hero's Downfall,Theros,Lightly Played Foil,3.75,3.95,3.9400000000000004
Anger of the Gods,Theros,Lightly Played Foil,8.18,8.19,8.18
Supreme Verdict,Buy-A-Box Promos,Lightly Played Foil,10.11,10.25,10.24
Supreme Verdict,Buy-A-Box Promos,Moderately Played Foil,8.76,10.06,10.05
Ashen Rider,Theros,Lightly Played Foil,6.0,6.45,6.44
Standstill (IDW Comics 2012),Media Promos,Lightly Played,4.26,5.69,5.680000000000001
Forest (247) - Full Art,Zendikar,Moderately Played Foil,3.71,4.44,4.430000000000001
Mountain (244) - Full Art,Zendikar,Moderately Played Foil,4.65,5.76,5.75
Plains (230) - Full Art,Zendikar,Lightly Played Foil,2.86,2.92,2.91
Plains (233) - Full Art,Zendikar,Moderately Played Foil,1.41,1.5,1.4
Swamp (240) - Full Art,Zendikar,Moderately Played Foil,2.18,3.26,3.25
Strip Mine (No Horizon),Antiquities,Moderately Played,29.96,30.0,29.95
Strip Mine (Uneven Horizon),Antiquities,Moderately Played,36.0,39.2,39.190000000000005
Strip Mine (Uneven Horizon),Antiquities,Heavily Played,27.81,29.95,29.939999999999998
Strip Mine (Even Horizon),Antiquities,Moderately Played,35.27,39.95,39.940000000000005
"Nekusar, the Mindrazer",Commander 2013,Lightly Played,3.67,4.18,5.02
Tempt with Immortality,Commander 2013,Lightly Played,0.25,0.29,0.32
Order of Succession,Commander 2013,Near Mint,0.24,0.24,0.26
Opal Palace,Commander 2013,Lightly Played,0.45,0.48,0.7
Sylvan Caryatid,Buy-A-Box Promos,Lightly Played Foil,3.49,3.49,3.4800000000000004
Lim-Dul's Vault,Commander 2013,Moderately Played,6.52,6.62,6.61
Wall of Reverence,Commander 2013,Lightly Played,0.54,0.98,0.97
Grave Titan,Media Promos,Lightly Played Foil,19.79,20.31,19.779999999999998
Grave Titan,Media Promos,Moderately Played Foil,19.17,19.37,19.16
Mishra's Factory (Summer),Antiquities,Lightly Played,79.89,85.0,99.15
Hive Stirrings,Game Day & Store Championship Promos,Lightly Played,0.28,0.3,0.39
Vindicate (2013),Judge Promos,Lightly Played Foil,9.95,9.95,9.94
Temple of Malice,Born of the Gods,Moderately Played Foil,5.19,5.25,11.95
"Xenagos, God of Revels",Born of the Gods,Moderately Played,15.82,15.49,15.48
Chromanticore,Born of the Gods,Moderately Played Foil,6.77,7.06,7.05
Astral Cornucopia,Born of the Gods,Lightly Played,1.64,1.75,2.55
Entomb,Judge Promos,Lightly Played Foil,14.58,14.59,16.54
"Karador, Ghost Chieftain",Judge Promos,Lightly Played Foil,24.779999999999998,25.779999999999998,24.769999999999996
Banefire,Duels of the Planeswalkers,Lightly Played,0.65,0.66,3.84
Elvish Champion,Duels of the Planeswalkers,Moderately Played,6.1,6.11,6.1000000000000005
Icy Manipulator,Deckmasters Garfield vs Finkel,Lightly Played,0.16,0.18,0.17
Karplusan Forest,Deckmasters Garfield vs Finkel,Lightly Played,2.95,3.84,3.83
Underground River,Deckmasters Garfield vs Finkel,Moderately Played,3.27,3.61,3.6
Aesthetic Consultation (Alternate Foil),Unhinged,Lightly Played Foil,5.36,,5.3500000000000005
Dictate of Kruphix,Journey Into Nyx,Lightly Played Foil,1.3,1.8,2.14
Electrolyze (IDW Comics 2012),Media Promos,Lightly Played,2.82,2.83,3.26
Greater Good,Judge Promos,Lightly Played Foil,17.81,17.92,17.799999999999997
"Kataki, War's Wage",Magic Modern Event Deck,Lightly Played,0.98,0.98,1.62
Misdirection,Conspiracy,Lightly Played,0.49,0.55,0.73
"Paliano, the High City",Conspiracy,Moderately Played Foil,1.74,1.83,1.73
"Marchesa, the Black Rose",Conspiracy,Near Mint,1.43,1.47,1.42
"Basandra, Battle Seraph",Conspiracy,Near Mint,0.9,0.7,0.89
Fact or Fiction,Conspiracy,Lightly Played Foil,4.49,4.53,5.7
Mana Geyser,Conspiracy,Lightly Played Foil,5.7,4.99,5.69
Goblin Rabblemaster,Magic 2015 (M15),Lightly Played Foil,3.99,4.14,4.59
Reclamation Sage,Magic 2015 (M15),Lightly Played Foil,3.39,3.42,4.54
"Ob Nixilis, Unshackled",Magic 2015 (M15),Heavily Played,5.21,4.58,5.2
Sliver Hive,Magic 2015 (M15),Moderately Played,10.32,11.04,11.03
"Jace, the Living Guildpact",Magic 2015 (M15),Lightly Played,1.13,1.65,1.64
"Urborg, Tomb of Yawgmoth",Magic 2015 (M15),Lightly Played,14.25,14.74,14.73
Burning of Xinye,From the Vault: Annihilation,Moderately Played Foil,0.74,0.76,0.73
Wooded Foothills,Khans of Tarkir,Lightly Played Foil,39.94,39.95,39.93
Banefire,Duel Decks: Speed vs. Cunning,Lightly Played,0.25,0.24,0.74
Hardened Scales,Khans of Tarkir,Lightly Played,3.12,3.17,3.16
Become Immense,Khans of Tarkir,Near Mint,0.12,0.22,0.21
Dig Through Time,Khans of Tarkir,Lightly Played Foil,3.95,5.0,4.99
"Narset, Enlightened Master",Prerelease Cards,Moderately Played Foil,10.36,16.37,16.36
Ancestral Vision,Duel Decks: Anthology,Moderately Played,7.99,8.49,8.48
Hallowed Spiritkeeper,Commander 2014,Moderately Played,4.87,7.0,6.99
"Ezuri, Renegade Leader",Commander 2014,Lightly Played,1.99,2.06,1.98
Skullclamp,Commander 2014,Lightly Played,3.89,4.3,5.02
Sol Ring,Commander 2014,Moderately Played,5.99,5.99,5.98
Mishra's Toy Workshop,Special Occasion,Lightly Played Foil,19.99,20.0,26.54
"Ugin, the Spirit Dragon",Fate Reforged,Lightly Played Foil,124.13,129.97,143.11
Flamewake Phoenix,Fate Reforged,Lightly Played,0.25,0.34,0.5
Flamewake Phoenix,Fate Reforged,Moderately Played,0.54,0.67,0.66
Reality Shift,Fate Reforged,Moderately Played Foil,5.35,5.39,5.38
"Tasigur, the Golden Fang",Fate Reforged,Lightly Played Foil,3.93,3.99,4.52
"Tasigur, the Golden Fang",Fate Reforged,Moderately Played Foil,3.89,3.95,3.9400000000000004
"Tasigur, the Golden Fang",Prerelease Cards,Lightly Played Foil,4.23,4.45,5.28
Flamewake Phoenix,Prerelease Cards,Moderately Played Foil,1.4,1.41,1.39
Dragon Tempest,Dragons of Tarkir,Lightly Played Foil,1.71,1.86,1.7
Thunderbreak Regent,Game Day & Store Championship Promos,Moderately Played Foil,2.62,2.75,4.22
Ojutai's Command,Buy-A-Box Promos,Lightly Played Foil,0.25,0.33,0.43
Self-Inflicted Wound,Dragons of Tarkir,Lightly Played Foil,0.1,0.1,0.13
Duress,Dragons of Tarkir,Lightly Played,0.1,0.1,0.09000000000000001
Dragonlord Ojutai,Prerelease Cards,Lightly Played Foil,7.75,8.28,9.5
Dragonlord Silumgar,Prerelease Cards,Lightly Played Foil,9.0,12.34,12.33
Dragonlord Silumgar,Prerelease Cards,Moderately Played Foil,8.99,10.35,10.34
Atarka's Command,Prerelease Cards,Moderately Played Foil,2.87,2.9,2.89
Kolaghan's Command,Prerelease Cards,Moderately Played Foil,23.49,27.99,27.979999999999997
Thunderbreak Regent,Prerelease Cards,Lightly Played Foil,3.68,3.74,3.7300000000000004
Stratus Dancer,Prerelease Cards,Moderately Played Foil,0.6,0.9,0.89
Forest (Path)(IE),International Edition,Near Mint,2.77,3.99,3.9800000000000004
Forest (Eyes)(IE),International Edition,Near Mint,2.77,6.49,6.48
Mountain (Fog)(IE),International Edition,Near Mint,3.32,3.99,3.9800000000000004
Mountain (Slate)(IE),International Edition,Lightly Played,2.49,3.49,3.4800000000000004
Swamp (Low Branch)(IE),International Edition,Lightly Played,2.77,3.98,3.97
Island (Blue)(IE),International Edition,Lightly Played,2.77,3.75,3.74
Earthquake (CE),Collector's Edition,Lightly Played,22.0,24.5,24.49
Fork (CE),Collector's Edition,Moderately Played,28.779999999999998,34.97,34.96
Phantasmal Terrain (CE),Collector's Edition,Lightly Played,0.9,0.99,1.77
Unsummon (CE),Collector's Edition,Lightly Played,2.15,2.0,1.99
Wrath of God (CE),Collector's Edition,Lightly Played,21.71,21.72,21.7
Birds of Paradise,Buy-A-Box Promos,Lightly Played Foil - Japanese,26.05,,26.04
Etched Champion,Modern Masters 2015,Lightly Played Foil,5.01,5.24,6.02
Etched Champion,Modern Masters 2015,Moderately Played Foil,3.91,3.95,5.78
Daybreak Coronet,Modern Masters 2015,Lightly Played Foil,3.51,3.52,4.39
Daybreak Coronet,Modern Masters 2015,Moderately Played Foil,3.25,3.41,5.55
Noble Hierarch,Modern Masters 2015,Lightly Played Foil,39.97,39.98,46.34
"Iona, Shield of Emeria",Modern Masters 2015,Lightly Played,4.99,6.5,7.81
"Iona, Shield of Emeria",Modern Masters 2015,Lightly Played Foil,12.39,12.39,15.64
Leyline of Sanctity,Modern Masters 2015,Lightly Played Foil,14.62,14.91,31.34
Mirran Crusader,Modern Masters 2015,Lightly Played Foil,2.49,2.5,3.22
Blinkmoth Nexus,Modern Masters 2015,Moderately Played Foil,10.4,10.49,10.48
Inexorable Tide,Modern Masters 2015,Lightly Played,3.41,3.61,4.23
Banefire,Modern Masters 2015,Lightly Played,0.72,0.74,0.96
Gut Shot,Modern Masters 2015,Moderately Played Foil,2.37,2.5,2.3600000000000003
Pyromancer's Goggles,Magic Origins,Lightly Played,5.84,6.73,6.720000000000001
Hangarback Walker,Magic Origins,Lightly Played,4.15,5.0,4.99
Hangarback Walker,Magic Origins,Moderately Played,4.98,6.05,6.04
"Ulamog, the Ceaseless Hunger",Battle for Zendikar,Lightly Played Foil,55.75,56.73,55.74
Canopy Vista,Battle for Zendikar,Lightly Played Foil,3.23,3.49,3.4800000000000004
Prairie Stream,Zendikar Expeditions,Lightly Played Foil,23.8,24.0,23.79
Greenwarden of Murasa,Battle for Zendikar,Lightly Played Foil,4.71,5.5,5.49
Greenwarden of Murasa,Battle for Zendikar,Moderately Played Foil,4.69,,4.680000000000001
Transgress the Mind,Battle for Zendikar,Lightly Played,0.09,0.1,0.11
Sanctum of Ugin,Battle for Zendikar,Lightly Played Foil,2.55,2.49,2.97
Planar Outburst,Prerelease Cards,Near Mint Foil,0.43,0.44,0.48
Sunken Hollow,Prerelease Cards,Lightly Played Foil,6.7,11.4,11.39
Goblin Sleigh Ride,Special Occasion,Lightly Played Foil,13.35,15.98,15.97
"Kozilek, the Great Distortion",Oath of the Gatewatch,Moderately Played,6.88,7.23,7.220000000000001
Reckless Bushwhacker,Oath of the Gatewatch,Near Mint Foil,2.26,2.39,3.46
Flooded Grove,Zendikar Expeditions,Lightly Played Foil,37.93,37.94,37.92
Fire-Lit Thicket,Zendikar Expeditions,Lightly Played Foil,36.480000000000004,37.0,36.470000000000006
Wooded Bastion,Zendikar Expeditions,Lightly Played Foil,33.98,33.99,33.97
"Linvala, the Preserver",Oath of the Gatewatch,Lightly Played,0.5,0.5,0.75
Reflector Mage,Oath of the Gatewatch,Lightly Played Foil,7.49,7.76,8.76
General Tazri,Oath of the Gatewatch,Lightly Played Foil,3.93,3.95,4.66
Kozilek's Return,Oath of the Gatewatch,Lightly Played,0.99,1.02,0.98
World Breaker,Oath of the Gatewatch,Moderately Played,2.11,2.95,2.9400000000000004
World Breaker,Oath of the Gatewatch,Lightly Played Foil,6.65,6.69,6.680000000000001
Stormchaser Mage,Oath of the Gatewatch,Lightly Played Foil,1.7,1.76,2.07
Eldrazi Displacer,Prerelease Cards,Lightly Played Foil,5.56,5.75,5.74
Hissing Quagmire,Prerelease Cards,Lightly Played Foil,3.8,3.81,3.8000000000000003
Sylvan Advocate,Prerelease Cards,Near Mint Foil,0.92,0.95,1.09
Wandering Fumarole,Prerelease Cards,Lightly Played Foil,3.1,3.17,3.16
Rishadan Port,Judge Promos,Lightly Played Foil,54.44,54.95,74.99
Champion of the Parish,Duel Decks: Blessed vs. Cursed,Lightly Played,1.73,2.61,2.6
Thing in the Ice // Awoken Horror,Shadows over Innistrad,Moderately Played Foil,18.5,20.69,20.68
Thraben Inspector,Shadows over Innistrad,Lightly Played Foil,3.39,3.69,3.68
Anguished Unmaking,Shadows over Innistrad,Lightly Played,3.25,3.31,4.24
Anguished Unmaking,Shadows over Innistrad,Moderately Played,3.49,4.1,4.09
Anguished Unmaking,Shadows over Innistrad,Lightly Played Foil,6.25,6.25,6.24
Anguished Unmaking,Shadows over Innistrad,Moderately Played Foil,7.91,,7.9
Anguished Unmaking,Game Day & Store Championship Promos,Moderately Played Foil,10.87,11.0,10.99
Rattlechains,Shadows over Innistrad,Lightly Played Foil,1.73,1.73,2.51
"Sorin, Grim Nemesis",Shadows over Innistrad,Moderately Played,5.7,5.75,5.74
Traverse the Ulvenwald,Shadows over Innistrad,Moderately Played Foil,3.55,3.57,6.08
Westvale Abbey,Shadows over Innistrad,Lightly Played,3.21,3.48,4.24
Prized Amalgam,Shadows over Innistrad,Lightly Played,2.0,2.02,1.99
Cryptolith Rite,Shadows over Innistrad,Lightly Played,3.52,4.05,4.04
Shardless Agent,Judge Promos,Lightly Played Foil,7.96,8.95,8.94
"Jace, Unraveler of Secrets",Prerelease Cards,Near Mint Foil,10.03,11.68,11.67
"Jace, Unraveler of Secrets",Prerelease Cards,Lightly Played Foil,9.47,9.79,11.76
Prized Amalgam,Prerelease Cards,Lightly Played Foil,5.99,7.0,6.99
Rattlechains,Prerelease Cards,Lightly Played Foil,5.14,4.49,5.13
Relentless Dead,Prerelease Cards,Lightly Played Foil,10.9,10.92,10.91
Thing in the Ice // Awoken Horror,Prerelease Cards,Near Mint Foil,18.99,19.93,22.37
Traverse the Ulvenwald,Prerelease Cards,Lightly Played Foil,5.25,5.25,5.24
Gamble,Eternal Masters,Lightly Played Foil,10.5,10.99,10.98
Karakas,Eternal Masters,Lightly Played Foil,33.14,33.25,33.13
Unexpectedly Absent,Eternal Masters,Lightly Played Foil,3.47,3.48,4.75
Argothian Enchantress,Eternal Masters,Lightly Played Foil,15.21,15.51,17.29
Green Sun's Zenith,Eternal Masters,Lightly Played Foil,16.96,18.97,18.959999999999997
Sulfuric Vortex,Eternal Masters,Lightly Played Foil,1.75,1.79,1.94
Elder Deep-Fiend,Eldritch Moon,Lightly Played,0.3,0.32,0.33
Collective Defiance,Eldritch Moon,Lightly Played,0.29,0.35,0.33999999999999997
Grim Flayer,Eldritch Moon,Moderately Played Foil,12.78,13.7,13.69
Mirrorwing Dragon,Eldritch Moon,Moderately Played Foil,3.92,4.98,4.970000000000001
Selfless Spirit,Eldritch Moon,Lightly Played Foil,8.43,8.79,8.78
Spell Queller,Eldritch Moon,Moderately Played Foil,14.41,14.41,14.4
Bedlam Reveler,Eldritch Moon,Lightly Played Foil,5.34,5.37,6.52
Eldritch Evolution,Prerelease Cards,Lightly Played Foil,7.01,7.01,8.92
Eternal Scourge,Prerelease Cards,Lightly Played Foil,4.99,8.99,8.98
Grim Flayer,Prerelease Cards,Moderately Played Foil,13.75,13.78,13.74
Imprisoned in the Moon,Prerelease Cards,Lightly Played Foil,7.46,7.64,7.63
"Momir Vig, Simic Visionary",From the Vault: Lore,Lightly Played Foil,1.18,1.22,1.17
"Leovold, Emissary of Trest",Conspiracy: Take the Crown,Lightly Played,5.39,5.46,6.54
"Leovold, Emissary of Trest",Conspiracy: Take the Crown,Lightly Played Foil,61.19,63.02,70.0
Expropriate,Conspiracy: Take the Crown,Lightly Played,44.95,44.98,44.940000000000005
Abrupt Decay,WMCQ Promo Cards,Lightly Played Foil,22.4,22.45,22.389999999999997
Saheeli Rai,Kaladesh,Moderately Played,4.18,4.99,4.98
Botanical Sanctum,Kaladesh,Moderately Played,2.95,2.98,2.9400000000000004
Concealed Courtyard,Kaladesh,Lightly Played,1.02,1.68,1.67
Harnessed Lightning,Kaladesh,Near Mint,0.06,0.07,0.2
Longtusk Cub,Kaladesh,Lightly Played,0.09,0.09,0.09
Paradoxical Outcome,Kaladesh,Lightly Played Foil,5.18,4.48,5.17
"Kambal, Consul of Allocation",Kaladesh,Lightly Played Foil,5.15,5.16,5.98
Cultivator's Caravan,Kaladesh,Lightly Played,0.1,0.13,0.2
Gauntlet of Power,Masterpiece Series: Kaladesh Inventions,Lightly Played Foil,47.44,47.45,47.43
Verdurous Gearhulk,Masterpiece Series: Kaladesh Inventions,Lightly Played Foil,22.78,23.58,25.88
Electrostatic Pummeler,Kaladesh,Lightly Played,0.15,0.16,0.13999999999999999
Lotus Petal,Masterpiece Series: Kaladesh Inventions,Near Mint Foil,152.63,152.8,152.62
Lotus Petal,Masterpiece Series: Kaladesh Inventions,Lightly Played Foil,144.95,155.0,144.94
Toolcraft Exemplar,Kaladesh,Lightly Played,0.13,0.15,0.12000000000000001
Authority of the Consuls,Kaladesh,Lightly Played Foil,3.45,3.57,3.56
Aetherflux Reservoir,Prerelease Cards,Lightly Played Foil,19.18,19.76,19.169999999999998
Concealed Courtyard,Prerelease Cards,Lightly Played Foil,4.1,4.98,6.09
Dovin Baan,Prerelease Cards,Lightly Played Foil,3.65,4.2,4.19
Dynavolt Tower,Prerelease Cards,Lightly Played Foil,0.4,0.45,0.5
Inspiring Vantage,Prerelease Cards,Lightly Played Foil,7.71,8.09,8.08
Metallurgic Summonings,Prerelease Cards,Lightly Played Foil,3.8,5.49,5.48
Noxious Gearhulk,Prerelease Cards,Lightly Played Foil,9.23,9.24,9.23
"Skysovereign, Consul Flagship",Prerelease Cards,Lightly Played Foil,3.27,3.5,4.11
Smuggler's Copter,Prerelease Cards,Lightly Played Foil,3.48,3.67,5.0
Spirebluff Canal,Prerelease Cards,Lightly Played Foil,17.84,19.98,19.97
Toolcraft Exemplar,Prerelease Cards,Near Mint Foil,0.48,0.65,0.72
Torrential Gearhulk,Prerelease Cards,Moderately Played Foil,7.69,7.69,7.680000000000001
Wheel of Fate,Commander 2016,Lightly Played,3.99,5.05,5.04
Wheel of Fate,Commander 2016,Moderately Played,4.2,4.61,4.6000000000000005
Terminate,Commander 2016,Lightly Played,0.94,0.99,0.9299999999999999
